customer_id;age;gender;location;monthly_income;employment_status;education_level;months_active;avg_transaction_value;transaction_frequency;savings_balance;loan_amount;loan_term_days;interest_rate;days_since_last_loan;loan_repaid;transaction_consistency;evening_transaction_ratio;weekend_transaction_ratio;repayment_probability;predicted_repayment;income_category;risk_segment
172;61;Female;Urban;752,13;Self-Employed;Primary;34;49,56;18;54,88;390,24;90;10,64;141;1;0,6;0,16;0,29;0,76;1;Medium;Medium Risk
173;37;Male;Rural;991,93;Employed;Secondary;34;38,38;16;15,8;282,12;30;8,84;346;0;0,6;0,25;0,43;0,48;0;Medium;High Risk
174;47;Male;Urban;724,98;Unemployed;Tertiary;16;29,93;11;182,22;271,55;60;17,75;56;0;0,64;0,31;0,49;0,34;0;Medium;High Risk
175;28;Female;Urban;972,04;Employed;Secondary;5;85,86;29;72,18;533,96;90;14,53;303;0;0,48;0,1;0,55;0,65;1;Medium;Medium Risk
176;45;Female;Urban;1018,47;Employed;Primary;34;19,21;9;203,99;712,18;30;9,07;144;1;0,54;0,16;0,34;0,91;1;High;Low Risk
177;42;Male;Urban;480,0;Employed;Tertiary;19;48,35;25;115,69;457,84;30;13,5;43;1;0,85;0,61;0,25;0,7;1;Low;Medium Risk
178;56;Male;Semi-Urban;1130,71;Unemployed;Tertiary;5;51,76;13;230,62;687,45;60;8,52;131;0;0,74;0,15;0,38;0,2;0;High;High Risk
179;50;Female;Urban;750,06;Employed;Tertiary;12;49,34;11;121,72;517,13;60;6,55;80;1;0,67;0,12;0,43;0,8;1;Medium;Low Risk
180;18;Female;Semi-Urban;659,06;Employed;Tertiary;20;43,69;12;256,11;100,0;30;9,9;352;1;0,7;0,47;0,18;0,82;1;Medium;Low Risk
181;44;Male;Urban;587,0;Employed;None;5;82,29;10;111,9;622,43;30;11,55;29;0;0,69;0,37;0,23;0,56;1;Medium;Medium Risk
182;30;Male;Rural;889,46;Self-Employed;Primary;12;7,76;20;13,57;391,57;60;13,15;340;1;0,66;0,43;0,44;0,78;1;Medium;Medium Risk
183;58;Male;Urban;798,61;Employed;Primary;11;58,73;17;285,27;337,89;60;14,61;208;1;0,8;0,43;0,12;0,79;1;Medium;Medium Risk
184;20;Female;Urban;911,24;Employed;Secondary;13;59,62;14;123,13;623,58;30;10,93;242;1;0,79;0,41;0,56;0,73;1;Medium;Medium Risk
185;56;Female;Urban;917,07;Employed;Primary;35;55,74;16;337,25;526,77;90;14,02;182;1;0,39;0,57;0,46;0,78;1;Medium;Medium Risk
186;23;Female;Urban;982,58;Self-Employed;Secondary;28;33,38;12;135,85;486,55;30;7,21;157;1;0,67;0,37;0,35;0,85;1;Medium;Low Risk
187;25;Female;Rural;1632,89;Self-Employed;Secondary;29;74,1;13;117,73;519,41;30;16,4;145;1;0,4;0,45;0,33;0,82;1;Very High;Low Risk
188;44;Female;Semi-Urban;811,91;Self-Employed;Secondary;24;73,1;16;171,6;330,58;60;7,31;339;0;0,83;0,46;0,5;0,74;1;Medium;Medium Risk
189;26;Male;Rural;579,63;Unemployed;Primary;28;32,68;17;143,96;853,99;60;10,52;353;0;0,85;0,04;0,34;0,45;0;Medium;High Risk
190;54;Male;Urban;200,0;Unemployed;None;24;26,04;15;212,62;534,51;30;9,89;232;0;0,58;0,28;0,35;0,18;0;Low;High Risk
191;50;Male;Urban;441,4;Employed;Primary;7;22,18;13;240,26;531,73;30;7,69;91;0;0,68;0,23;0,4;0,79;1;Low;Medium Risk
192;59;Male;Urban;1170,6;Self-Employed;Secondary;4;54,51;15;255,43;482,59;60;12,99;328;1;0,28;0,09;0,74;0,89;1;High;Low Risk
193;61;Female;Rural;1015,98;Self-Employed;Tertiary;11;50,94;18;191,43;176,69;60;17,12;171;0;0,89;0,38;0,2;0,43;0;High;High Risk
194;41;Male;Rural;395,0;Unemployed;Tertiary;20;42,78;17;49,92;365,09;90;6,56;189;0;0,84;0,25;0,35;0,25;0;Low;High Risk
195;32;Male;Semi-Urban;1539,26;Self-Employed;Secondary;14;91,63;15;372,34;255,25;30;5,12;30;1;0,93;0,26;0,37;0,91;1;Very High;Low Risk
196;49;Male;Urban;898,03;Self-Employed;Primary;5;40,78;17;163,07;236,07;30;9,38;108;1;1,0;0,28;0,51;0,78;1;Medium;Medium Risk
197;49;Male;Rural;938,1;Self-Employed;Secondary;20;53,75;9;157,85;191,69;30;11,29;271;1;0,46;0,31;0,58;0,8;1;Medium;Medium Risk
198;41;Male;Urban;1473,27;Unemployed;Primary;9;46,11;14;191,11;372,96;60;14,3;94;0;0,88;0,26;0,39;0,25;0;High;High Risk
199;58;Male;Rural;1321,84;Employed;Primary;35;89,26;10;173,87;504,1;30;10,56;76;1;1,0;0,16;0,21;0,92;1;High;Low Risk
200;29;Female;Rural;1034,34;Employed;Secondary;8;10,21;11;25,09;215,56;60;6,47;150;1;0,4;0,09;0,47;0,83;1;High;Low Risk
201;56;Male;Rural;1048,76;Employed;Secondary;20;43,8;9;257,5;639,97;30;15,85;141;0;0,67;0,36;0,3;0,58;1;High;Medium Risk
202;19;Female;Rural;1076,84;Employed;Secondary;24;62,29;13;117,96;559,49;30;9,26;230;0;0,63;0,18;0,45;0,57;1;High;Medium Risk
203;20;Male;Urban;727,71;Self-Employed;Secondary;11;45,55;8;167,62;453,66;90;13,89;257;1;0,87;0,09;0,27;0,8;1;Medium;Medium Risk
204;54;Male;Rural;886,04;Employed;None;25;23,91;12;375,93;932,42;30;8,59;127;1;0,22;0,02;0,25;0,57;1;Medium;Medium Risk
205;34;Male;Urban;972,3;Employed;None;14;53,53;17;294,45;451,88;90;11,45;347;1;1,0;0,24;0,24;0,75;1;Medium;Medium Risk
206;19;Male;Rural;761,97;Unemployed;Secondary;26;17,57;14;361,22;659,64;30;13,07;223;1;0,68;0,5;0,56;0,64;1;Medium;Medium Risk
207;19;Female;Urban;510,37;Self-Employed;Primary;11;63,4;13;132,3;541,89;30;9,43;183;1;0,88;0,22;0,2;0,81;1;Medium;Low Risk
208;45;Male;Rural;720,16;Self-Employed;Secondary;15;41,73;14;273,0;787,75;60;13,27;279;1;0,69;0,37;0,44;0,8;1;Medium;Medium Risk
209;40;Male;Semi-Urban;503,62;Employed;Primary;19;38,37;20;240,33;716,92;60;10,92;292;0;0,8;0,07;0,48;0,62;1;Medium;Medium Risk
210;54;Female;Semi-Urban;819,31;Employed;Secondary;9;70,92;18;194,54;440,0;30;10,63;28;1;0,24;0,18;0,56;0,7;1;Medium;Medium Risk
211;49;Male;Semi-Urban;265,86;Unemployed;Secondary;19;29,94;16;124,94;447,26;30;16,53;297;0;0,62;0,24;0,34;0,4;0;Low;High Risk
212;50;Male;Rural;902,31;Self-Employed;Secondary;26;19,15;12;308,46;231,72;60;13,07;17;1;0,87;0,19;0,43;0,78;1;Medium;Medium Risk
213;18;Female;Rural;310,62;Employed;Secondary;4;31,79;19;148,59;523,19;30;13,47;130;0;0,76;0,25;0,44;0,45;0;Low;High Risk
214;36;Female;Rural;678,96;Unemployed;Primary;30;90,94;22;213,63;630,93;60;14,21;268;0;0,37;0,4;0,22;0,33;0;Medium;High Risk
215;19;Male;Semi-Urban;951,23;Unemployed;Secondary;21;29,93;10;291,31;487,63;30;13,73;105;1;0,71;0,28;0,15;0,63;1;Medium;Medium Risk
216;61;Female;Urban;1037,34;Unemployed;Secondary;35;57,31;16;102,33;780,12;60;13,07;156;1;0,54;0,11;0,37;0,78;1;High;Medium Risk
217;43;Female;Semi-Urban;1001,71;Self-Employed;Secondary;23;66,87;12;91,14;529,02;30;15,72;58;1;0,52;0,13;0,65;0,93;1;High;Low Risk
218;49;Male;Semi-Urban;895,92;Employed;Secondary;12;31,21;26;451,61;749,48;30;9,19;91;0;0,4;0,13;0,32;0,35;0;Medium;High Risk
219;23;Female;Rural;464,22;Self-Employed;Secondary;11;31,23;16;113,99;467,37;60;12,44;259;1;0,82;0,46;0,61;0,81;1;Low;Low Risk
220;49;Male;Urban;1094,18;Self-Employed;Secondary;8;53,6;16;361,67;268,09;30;11,07;50;1;0,92;0,31;0,55;0,94;1;High;Low Risk
221;21;Male;Urban;471,08;Employed;Secondary;20;54,51;16;194,7;375,0;60;12,42;132;0;1,0;0,2;0,26;0,54;1;Low;Medium Risk
222;28;Male;Semi-Urban;1128,37;Self-Employed;Primary;21;76,95;20;157,41;493,56;30;9,9;166;1;0,41;0,13;0,74;0,93;1;High;Low Risk
223;34;Male;Urban;988,31;Employed;Primary;7;34,62;13;167,34;350,09;30;7,13;296;0;0,85;0,26;0,67;0,53;1;Medium;Medium Risk
224;55;Female;Semi-Urban;1207,67;Self-Employed;Secondary;27;42,45;12;193,78;168,99;30;14,4;4;1;0,87;0,2;0,2;0,93;1;High;Low Risk
225;41;Male;Urban;807,46;Employed;Primary;13;106,77;20;333,79;100,0;60;19,24;135;1;0,58;0,24;0,55;0,75;1;Medium;Medium Risk
226;22;Female;Urban;554,37;Self-Employed;Secondary;12;14,15;19;275,61;702,78;30;15,23;225;1;0,52;0,35;0,51;0,82;1;Medium;Low Risk
227;51;Female;Semi-Urban;412,2;Employed;Tertiary;19;10,05;6;178,84;577,07;30;14,6;183;0;0,48;0,4;0,39;0,46;0;Low;High Risk
228;23;Male;Rural;445,53;Unemployed;None;28;22,34;11;13,42;555,13;60;12,77;90;0;0,59;0,33;0,46;0,25;0;Low;High Risk
229;39;Female;Rural;308,97;Self-Employed;None;33;72,03;15;202,06;533,67;30;11,54;307;1;0,74;0,42;0,23;0,74;1;Low;Medium Risk
230;28;Male;Rural;1082,6;Self-Employed;Primary;34;41,23;15;213,28;390,51;30;11,71;188;1;0,97;0,07;0,12;0,93;1;High;Low Risk
231;33;Male;Urban;1120,23;Unemployed;None;23;41,23;11;325,85;658,87;30;11,68;302;0;0,92;0,31;0,62;0,22;0;High;High Risk
232;50;Female;Rural;966,11;Self-Employed;Secondary;20;30,7;10;52,99;152,14;30;10,06;337;1;0,38;0,44;0,63;0,79;1;Medium;Medium Risk
233;26;Male;Urban;790,09;Unemployed;Secondary;20;68,37;18;150,65;100,0;30;7,04;321;1;0,54;0,21;0,3;0,8;1;Medium;Medium Risk
234;23;Male;Semi-Urban;1418,29;Employed;Primary;3;22,65;13;147,49;459,67;60;12,6;132;1;0,96;0,04;0,82;0,87;1;High;Low Risk
235;33;Male;Semi-Urban;770,56;Employed;Tertiary;16;38,37;11;194,41;525,94;60;11,16;171;0;0,55;0,2;0,69;0,65;1;Medium;Medium Risk
236;46;Male;Urban;866,28;Employed;Primary;10;31,49;16;209,1;323,18;30;15,42;249;1;0,69;0,39;0,11;0,81;1;Medium;Low Risk
237;20;Male;Rural;785,64;Employed;Tertiary;4;5,0;23;243,84;181,33;60;14,22;60;1;0,36;0,47;0,37;0,78;1;Medium;Medium Risk
238;37;Male;Rural;698,51;Unemployed;Primary;17;40,44;18;10,51;618,13;30;5,91;49;1;0,93;0,16;0,78;0,73;1;Medium;Medium Risk
239;53;Female;Urban;989,29;Employed;Secondary;3;48,82;19;217,3;417,71;30;17,14;222;1;0,32;0,18;0,24;0,78;1;Medium;Medium Risk
240;36;Male;Semi-Urban;609,95;Self-Employed;Secondary;23;34,49;18;224,57;638,82;90;10,45;171;1;0,37;0,4;0,33;0,76;1;Medium;Medium Risk
241;43;Male;Urban;589,83;Self-Employed;Primary;3;44,63;12;207,52;761,14;30;10,92;318;1;0,91;0,17;0,15;0,85;1;Medium;Low Risk
242;20;Male;Urban;1004,44;Self-Employed;Primary;34;45,15;15;182,24;179,28;30;6,97;224;1;1,0;0,34;0,47;0,89;1;High;Low Risk
243;36;Male;Rural;650,72;Self-Employed;Secondary;22;47,34;8;0,0;542,66;60;12,8;190;1;0,64;0,16;0,13;0,81;1;Medium;Low Risk
244;37;Female;Rural;840,04;Self-Employed;Primary;32;28,92;17;256,81;549,92;60;13,23;358;0;0,69;0,13;0,11;0,51;1;Medium;Medium Risk
245;49;Female;Rural;697,6;Employed;Secondary;9;27,77;14;102,68;648,89;30;17,14;264;1;0,88;0,15;0,12;0,83;1;Medium;Low Risk
246;24;Female;Rural;796,53;Employed;Secondary;24;50,94;13;261,37;393,32;30;14,55;243;0;0,76;0,09;0,25;0,57;1;Medium;Medium Risk
247;58;Male;Rural;598,01;Self-Employed;Tertiary;12;20,48;11;325,01;511,17;30;10,49;78;1;0,63;0,36;0,36;0,82;1;Medium;Low Risk
248;50;Male;Rural;607,82;Self-Employed;Secondary;10;45,72;7;32,39;646,73;30;6,68;342;1;0,6;0,03;0,42;0,85;1;Medium;Low Risk
249;57;Male;Urban;554,08;Self-Employed;Primary;29;82,71;15;258,33;587,55;60;10,27;364;0;0,39;0,16;0,26;0,57;1;Medium;Medium Risk
250;56;Female;Urban;1053,0;Unemployed;Secondary;12;49,22;15;76,44;811,79;30;15,13;21;0;0,75;0,32;0,61;0,25;0;High;High Risk
251;35;Male;Urban;851,57;Self-Employed;Primary;16;13,47;13;195,76;326,31;60;10,81;35;0;0,68;0,38;0,54;0,65;1;Medium;Medium Risk
252;57;Male;Urban;1075,57;Self-Employed;None;13;53,6;11;187,41;541,4;30;8,72;329;1;0,61;0,44;0,15;0,85;1;High;Low Risk
253;18;Female;Rural;1107,62;Employed;Tertiary;8;66,37;11;275,64;482,74;30;12,51;155;1;0,5;0,12;0,54;0,8;1;High;Medium Risk
254;28;Male;Urban;662,03;Self-Employed;Secondary;23;34,09;19;260,79;458,7;30;11,0;55;1;0,52;0,47;0,48;0,81;1;Medium;Low Risk
255;45;Male;Urban;1064,48;Self-Employed;Primary;35;44,02;11;226,21;617,63;30;10,63;354;1;0,82;0,39;0,23;0,96;1;High;Low Risk
256;42;Male;Urban;795,76;Employed;Tertiary;21;32,45;16;35,66;523,13;30;9,76;247;1;0,88;0,4;0,44;0,82;1;Medium;Low Risk
257;40;Female;Semi-Urban;752,4;Employed;Tertiary;26;40,76;20;0,0;286,81;30;12,33;260;1;0,63;0,68;0,41;0,83;1;Medium;Low Risk
258;48;Male;Semi-Urban;1175,71;Self-Employed;Tertiary;20;36,69;4;291,23;690,54;30;15,08;259;1;0,61;0,28;0,64;0,91;1;High;Low Risk
259;47;Female;Rural;966,13;Employed;Tertiary;21;58,71;24;274,65;618,05;30;13,54;14;1;0,53;0,33;0,37;0,67;1;Medium;Medium Risk
260;59;Female;Semi-Urban;694,27;Employed;Secondary;26;83,17;11;100,25;794,94;30;6,22;187;0;0,89;0,36;0,61;0,48;0;Medium;High Risk
261;52;Male;Rural;946,64;Self-Employed;Primary;24;51,14;15;234,73;645,42;90;16,65;25;1;0,71;0,17;0,45;0,86;1;Medium;Low Risk
262;24;Female;Rural;420,29;Employed;Secondary;6;19,17;13;179,07;457,3;30;14,25;22;1;0,77;0,68;0,44;0,79;1;Low;Medium Risk
263;33;Male;Urban;874,19;Unemployed;Secondary;12;100,59;15;308,65;458,83;60;12,91;102;1;0,77;0,22;0,8;0,74;1;Medium;Medium Risk
264;43;Male;Rural;350,12;Employed;Secondary;4;61,66;13;208,36;707,16;30;13,27;28;1;0,64;0,34;0,2;0,74;1;Low;Medium Risk
265;19;Female;Rural;504,68;Self-Employed;Secondary;10;65,73;14;290,04;346,58;30;13,75;341;0;0,47;0,15;0,21;0,7;1;Medium;Medium Risk
266;18;Female;Rural;975,39;Self-Employed;Primary;35;48,73;16;138,64;319,02;30;13,17;56;1;0,5;0,04;0,43;0,81;1;Medium;Low Risk
267;29;Female;Rural;200,0;Unemployed;Secondary;30;54,65;13;228,5;544,08;90;9,12;61;0;0,93;0,38;0,12;0,21;0;Low;High Risk
268;22;Male;Rural;1340,75;Employed;Secondary;12;43,16;20;158,73;201,18;60;13,52;47;1;0,55;0,33;0,31;0,91;1;High;Low Risk
269;54;Male;Rural;1050,35;Self-Employed;Primary;3;68,07;17;138,15;569,74;90;12,49;34;1;0,62;0,07;0,68;0,95;1;High;Low Risk
270;49;Male;Semi-Urban;248,44;Self-Employed;Secondary;5;40,45;11;0,0;593,94;60;13,25;45;0;0,47;0,22;0,54;0,46;0;Low;High Risk
271;26;Male;Urban;1519,55;Self-Employed;Tertiary;11;59,79;9;292,35;450,72;30;10,09;32;1;0,46;0,08;0,67;0,92;1;Very High;Low Risk
272;58;Male;Rural;1602,23;Self-Employed;Tertiary;7;69,39;19;374,97;781,61;90;15,28;326;1;0,55;0,17;0,33;0,89;1;Very High;Low Risk
273;52;Male;Urban;745,85;Self-Employed;Secondary;12;74,92;11;61,2;725,59;90;10,32;225;1;1,0;0,26;0,27;0,84;1;Medium;Low Risk
274;36;Male;Rural;522,05;Unemployed;Secondary;14;70,64;19;269,36;344,36;30;11,86;265;1;0,83;0,09;0,51;0,67;1;Medium;Medium Risk
275;33;Male;Rural;1305,89;Employed;Primary;20;29,53;19;265,19;631,15;90;10,48;215;1;0,59;0,11;0,49;0,94;1;High;Low Risk
276;20;Male;Urban;696,86;Employed;Secondary;23;81,45;15;148,54;696,91;60;9,01;216;1;0,92;0,36;0,48;0,78;1;Medium;Medium Risk
277;37;Male;Rural;848,31;Unemployed;Secondary;23;63,29;20;126,25;516,55;90;14,15;175;0;0,67;0,24;0,35;0,33;0;Medium;High Risk
278;41;Female;Urban;1165,19;Employed;Secondary;3;56,11;14;318,05;413,64;90;10,5;43;1;0,97;0,56;0,19;0,94;1;High;Low Risk
279;50;Male;Rural;753,95;Unemployed;Tertiary;5;58,42;18;307,51;278,24;60;12,44;218;0;1,0;0,42;0,47;0,46;0;Medium;High Risk
280;41;Female;Urban;727,68;Self-Employed;Secondary;7;46,83;17;245,15;388,35;60;7,83;125;1;0,91;0,19;0,51;0,82;1;Medium;Low Risk
281;28;Female;Rural;418,28;Self-Employed;Primary;27;40,67;9;148,0;282,7;30;6,55;318;1;0,72;0,73;0,63;0,79;1;Low;Medium Risk
282;25;Male;Urban;610,84;Employed;Primary;10;42,63;12;308,95;682,49;30;17,19;304;1;0,84;0,55;0,52;0,79;1;Medium;Medium Risk
283;53;Female;Rural;721,77;Employed;Secondary;19;75,76;16;116,34;448,97;30;16,76;199;1;0,7;0,29;0,19;0,74;1;Medium;Medium Risk
284;55;Male;Urban;428,43;Self-Employed;Secondary;11;51,62;14;342,06;604,33;30;10,19;84;1;0,33;0,13;0,33;0,75;1;Low;Medium Risk
285;57;Male;Semi-Urban;455,62;Unemployed;Tertiary;34;55,63;16;363,22;752,06;30;13,37;40;1;0,57;0,39;0,41;0,67;1;Low;Medium Risk
286;37;Male;Semi-Urban;810,08;Unemployed;Secondary;8;51,2;16;318,15;542,44;60;10,66;210;1;0,51;0,4;0,57;0,63;1;Medium;Medium Risk
287;52;Male;Semi-Urban;245,09;Employed;Secondary;23;36,64;25;234,28;735,41;30;14,0;353;1;0,56;0,21;0,43;0,77;1;Low;Medium Risk
288;42;Male;Rural;536,25;Employed;Secondary;9;7,06;12;0,0;429,89;60;8,75;38;1;1,0;0,29;0,2;0,84;1;Medium;Low Risk
289;52;Male;Rural;1383,38;Employed;Secondary;9;65,37;8;181,52;577,29;60;8,47;362;1;0,92;0,24;0,58;0,88;1;High;Low Risk
290;42;Female;Urban;696,36;Unemployed;Secondary;29;63,26;18;376,49;541,08;60;12,06;268;0;0,79;0,48;0,31;0,31;0;Medium;High Risk
291;46;Female;Urban;658,78;Employed;Secondary;10;49,77;19;293,71;359,7;30;13,15;361;1;0,86;0,43;0,55;0,77;1;Medium;Medium Risk
292;35;Male;Urban;695,02;Employed;Secondary;11;28,2;13;243,53;438,13;30;9,91;180;1;0,32;0,26;0,55;0,74;1;Medium;Medium Risk
293;63;Female;Rural;699,75;Employed;Primary;30;86,42;16;131,92;783,04;30;8,09;230;1;0,85;0,41;0,48;0,74;1;Medium;Medium Risk
294;35;Male;Semi-Urban;972,46;Employed;Tertiary;17;43,18;17;302,44;431,03;30;15,78;69;1;0,89;0,2;0,33;0,86;1;Medium;Low Risk
295;19;Male;Urban;951,46;Unemployed;Secondary;4;54,97;19;42,7;167,47;60;10,61;312;0;0,25;0,16;0,53;0,2;0;Medium;High Risk
296;52;Female;Semi-Urban;682,77;Self-Employed;Primary;9;35,94;24;182,92;430,75;30;10,64;75;0;0,85;0,25;0,22;0,46;0;Medium;High Risk
297;33;Male;Rural;735,85;Employed;Primary;20;23,01;12;373,99;349,41;60;15,7;275;0;0,42;0,57;0,66;0,45;0;Medium;High Risk
298;58;Male;Rural;1193,83;Employed;Primary;24;61,79;19;119,56;591,18;30;18,72;233;0;0,31;0,11;0,57;0,35;0;High;High Risk
299;53;Male;Urban;346,91;Employed;Secondary;12;19,98;17;260,92;622,96;30;12,98;317;1;0,97;0,3;0,76;0,77;1;Low;Medium Risk
300;50;Male;Urban;782,73;Employed;Primary;35;54,58;16;24,29;571,63;60;14,64;318;1;0,5;0,19;0,39;0,66;1;Medium;Medium Risk
301;21;Female;Rural;840,57;Employed;Primary;9;54,64;5;134,78;418,1;30;8,59;135;1;0,56;0,39;0,42;0,71;1;Medium;Medium Risk
302;50;Male;Rural;567,0;Self-Employed;Secondary;5;27,6;12;217,95;511,84;60;14,19;153;1;0,9;0,03;0,46;0,75;1;Medium;Medium Risk
303;31;Female;Urban;765,46;Employed;Secondary;16;24,07;16;235,36;436,95;60;14,56;293;1;0,64;0,15;0,7;0,7;1;Medium;Medium Risk
304;38;Male;Rural;526,5;Employed;Primary;15;34,59;5;406,74;210,63;30;9,13;347;0;0,66;0,27;0,44;0,44;0;Medium;High Risk
305;37;Male;Semi-Urban;991,15;Employed;Secondary;18;37,45;9;149,59;477,58;30;10,4;98;1;0,66;0,04;0,49;0,8;1;Medium;Low Risk
306;25;Male;Semi-Urban;398,54;Self-Employed;Tertiary;18;19,41;13;259,44;1027,33;60;15,67;363;1;0,77;0,69;0,28;0,86;1;Low;Low Risk
307;24;Female;Semi-Urban;1118,7;Self-Employed;None;7;27,5;18;256,64;294,15;60;11,17;360;1;0,65;0,5;0,53;0,97;1;High;Low Risk
308;20;Male;Urban;778,01;Self-Employed;Secondary;27;51,52;10;141,12;129,03;30;16,27;362;1;0,72;0,17;0,5;0,78;1;Medium;Medium Risk
309;34;Female;Urban;665,59;Self-Employed;Primary;28;89,79;18;295,59;784,79;60;12,06;357;0;0,6;0,12;0,57;0,75;1;Medium;Medium Risk
310;50;Female;Rural;498,59;Self-Employed;Tertiary;15;70,15;13;266,82;589,73;30;11,91;129;0;0,77;0,06;0,45;0,75;1;Low;Medium Risk
311;29;Male;Urban;1109,2;Employed;Secondary;28;53,21;16;172,65;559,59;30;14,93;6;1;0,76;0,24;0,61;0,91;1;High;Low Risk
312;39;Female;Urban;604,44;Unemployed;Primary;3;72,57;14;219,47;428,28;30;18,16;104;0;1,0;0,37;0,63;0,43;0;Medium;High Risk
313;39;Female;Urban;449,83;Employed;Tertiary;10;73,11;13;104,04;545,25;30;13,98;306;0;0,62;0,16;0,16;0,59;1;Low;Medium Risk
314;63;Female;Urban;1115,44;Self-Employed;Secondary;6;43,9;6;111,44;510,35;30;12,52;49;1;0,66;0,05;0,55;0,91;1;High;Low Risk
315;47;Male;Urban;528,71;Self-Employed;None;23;55,16;21;197,84;762,15;30;15,8;223;0;0,75;0,27;0,41;0,84;1;Medium;Low Risk
316;55;Male;Urban;771,66;Self-Employed;Tertiary;24;69,56;14;274,75;683,39;30;16,01;63;1;0,89;0,16;0,34;0,83;1;Medium;Low Risk
317;55;Male;Urban;1045,64;Unemployed;Secondary;5;72,29;10;166,65;620,45;30;13,6;180;0;0,48;0,23;0,65;0,26;0;High;High Risk
318;62;Male;Urban;847,39;Self-Employed;Tertiary;21;72,48;13;138,35;363,46;60;13,14;74;1;0,72;0,22;0,62;0,66;1;Medium;Medium Risk
319;25;Male;Rural;1319,26;Unemployed;Secondary;3;29,46;16;176,93;545,79;30;14,1;265;0;0,2;0,23;0,49;0,15;0;High;High Risk
320;44;Female;Rural;549,51;Unemployed;Secondary;31;73,5;13;282,86;376,92;60;7,71;188;1;0,65;0,49;0,47;0,78;1;Medium;Medium Risk
321;44;Male;Rural;736,85;Unemployed;Tertiary;25;87,16;13;64,82;745,69;60;8,86;182;0;0,91;0,5;0,21;0,62;1;Medium;Medium Risk
322;51;Male;Urban;760,05;Unemployed;Secondary;35;79,87;9;286,13;357,0;30;12,72;354;1;0,55;0,54;0,4;0,84;1;Medium;Low Risk
323;38;Female;Urban;986,37;Unemployed;Tertiary;25;28,29;11;251,2;473,1;30;9,69;67;1;0,74;0,26;0,59;0,46;0;Medium;High Risk
324;47;Female;Rural;1186,59;Self-Employed;Tertiary;7;23,26;14;64,34;282,65;30;12,11;169;1;0,59;0,06;0,28;0,95;1;High;Low Risk
325;50;Male;Rural;822,08;Employed;None;9;59,3;25;176,47;400,37;90;12,61;321;0;0,53;0,31;0,49;0,63;1;Medium;Medium Risk
326;45;Female;Rural;758,7;Employed;Tertiary;8;79,5;10;263,61;398,11;60;9,05;171;0;0,89;0,48;0,57;0,59;1;Medium;Medium Risk
327;64;Male;Urban;355,1;Self-Employed;Secondary;24;54,52;16;8,96;469,46;90;13,79;283;1;0,49;0,36;0,56;0,81;1;Low;Low Risk
328;50;Male;Semi-Urban;833,71;Unemployed;Primary;15;45,3;18;96,47;320,07;30;6,29;106;0;0,76;0,31;0,29;0,29;0;Medium;High Risk
329;22;Female;Urban;604,91;Self-Employed;Tertiary;14;48,2;14;47,71;743,13;60;11,03;110;1;0,76;0,47;0,71;0,84;1;Medium;Low Risk
330;36;Male;Urban;985,53;Unemployed;Primary;6;70,41;17;142,2;462,59;30;7,4;77;1;0,53;0,45;0,48;0,79;1;Medium;Medium Risk
331;21;Male;Rural;677,09;Unemployed;Primary;10;43,57;16;303,77;393,28;60;11,03;185;1;0,73;0,46;0,15;0,71;1;Medium;Medium Risk
332;52;Male;Rural;727,81;Employed;Primary;33;59,62;13;279,83;653,94;30;14,87;252;1;0,51;0,27;0,4;0,78;1;Medium;Medium Risk
333;34;Male;Urban;361,92;Employed;Tertiary;28;47,39;11;149,46;932,48;60;9,77;235;0;0,8;0,45;0,67;0,59;1;Low;Medium Risk
334;61;Male;Urban;256,56;Employed;Tertiary;10;32,23;11;302,89;419,15;60;5,93;92;1;0,44;0,13;0,37;0,72;1;Low;Medium Risk
335;45;Male;Rural;1358,3;Employed;Secondary;35;30,67;22;266,34;450,97;60;11,3;129;1;0,63;0,42;0,22;0,93;1;High;Low Risk
336;47;Female;Urban;838,91;Self-Employed;Secondary;31;60,51;11;327,51;352,34;30;9,51;182;1;0,65;0,26;0,53;0,76;1;Medium;Medium Risk
337;46;Female;Urban;921,3;Unemployed;Secondary;7;5,0;13;191,15;632,41;60;12,0;33;0;0,92;0,21;0,29;0,27;0;Medium;High Risk
338;63;Male;Urban;526,31;Self-Employed;Secondary;30;59,59;8;253,91;691,07;30;11,29;302;1;0,73;0,18;0,65;0,84;1;Medium;Low Risk
339;23;Male;Semi-Urban;1062,66;Self-Employed;Secondary;19;46,59;12;537,18;490,72;30;12,53;221;1;0,89;0,09;0,72;0,91;1;High;Low Risk
340;52;Male;Urban;1008,54;Employed;Secondary;25;68,92;9;169,04;412,33;30;15,52;281;1;0,81;0,15;0,69;0,9;1;High;Low Risk
341;58;Male;Semi-Urban;559,27;Employed;Secondary;11;62,03;12;193,5;606,79;30;10,87;339;1;0,81;0,4;0,07;0,72;1;Medium;Medium Risk
342;54;Female;Rural;482,15;Self-Employed;Secondary;4;50,89;11;184,11;647,93;60;12,26;0;1;0,63;0,5;0,04;0,76;1;Low;Medium Risk
343;41;Male;Semi-Urban;580,24;Employed;Secondary;34;28,65;15;190,95;810,81;30;11,03;96;0;0,9;0,17;0,62;0,54;1;Medium;Medium Risk
344;46;Male;Semi-Urban;791,52;Employed;Secondary;33;29,74;24;255,81;383,49;30;15,03;86;1;0,63;0,09;0,57;0,77;1;Medium;Medium Risk
